sample_id	estimated_counts	abundance	tax_id	species	genus	family	order	class	phylum	clade	superkingdom	subspecies	species_subgroup	species_group
barcode16_120_filtered	22.08035757967593	0.0004757159879279	2949094	Sphingomonas liriopis	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode16_120_filtered	21.157427820115448	0.0004558316884652	12917	Acidovorax facilis	Acidovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota					
barcode16_120_filtered	21.000001267888848	0.0004524399712999	365341	Sphingobium aromaticiconvertens	Sphingobium	Sphingobiaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode16_120_filtered	20.01786245610488	0.0004312800270624	2908208	Sphingomonas alba	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode16_120_filtered	19.000975405233035	0.0004093714403798	1282858	Sphingorhabdus rigui	Sphingorhabdus	Sphingorhabdaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode16_120_filtered	17.757792502698234	0.0003825873640568	1141888	Sphingomonas difficilis	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode16_120_filtered	16.797510248602403	0.0003618983140924	2559804	Sphingomonas flavalba	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode16_120_filtered	16.236512740839952	0.000349811757855	392610	Sphingorhabdus lacus	Sphingorhabdus	Sphingorhabdaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode16_120_filtered	16.157903933841595	0.0003481181500342	1538021	Novosphingobium tardum	Novosphingobium	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode16_120_filtered	16.00000521799304	0.0003447162602174	285	Comamonas testosteroni	Comamonas	Comamonadaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota					
barcode16_120_filtered	15.916202518250826	0.000342910751228	2925406	Anaeromyxobacter terrae	Anaeromyxobacter	Anaeromyxobacteraceae	Myxococcales	Myxococcia	Myxococcota					
barcode16_120_filtered	15.61752115131162	0.0003364757330886	1387166	Sphingobium mellinum	Sphingobium	Sphingobiaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode16_120_filtered	13.464849796327014	0.0002900969470284	940136	Sphingorhabdus wooponensis	Sphingorhabdus	Sphingorhabdaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
barcode16_120_filtered	13.3824788486887	0.0002883222847934	2933566	Sphingobium agri	Sphingobium	Sphingobiaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota					
